title,location,price,bedrooms,bathrooms,link
5 Bed House with Gym at Panafrican Road,"89, Panafrican Road, Runda, Westlands","KSh 250,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3556722
2 Bed House with Garage at Mang&#39;U High School,"Mang&#39;u High School, Thika Road","KSh 3,350,000",2,2,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-thika-road-3556690
3 Bed House with Garage in Runda,"Runda, Westlands","KSh 95,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-runda-3538906
4 Bed Villa with Gym at Njathaini Road,"Njathaini Road, Kiambu Road","KSh 28,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3562177
10 Bed House at Links Road,"Links Road, Karen","KSh 380,000,000",10,10,https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-karen-3538509
5 Bed Townhouse with Swimming Pool in Runda,"Runda, Westlands","KSh 95,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3555191
5 Bed House with Gym at Elgeyo Marakwet,"Elgeyo Marakwet, Kilimani","KSh 375,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kilimani-3506734
4 Bed House with Aircon at Panafrican Road 55,"55, Panafrican Road 55, Runda, Westlands","KSh 100,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3557962
4 Bed House with Garage at Chalbi Drive,"Chalbi Drive, Lavington","KSh 66,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-27911
4 Bed House with Aircon in Runda,"Runda, Westlands","KSh 80,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3558746
3 Bed Townhouse with Garage at Boma Road,"Boma road, Kiambu Road","KSh 20,295,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3537761
5 Bed Townhouse with Gym at Forest Road,"forest road, Karen","KSh 96,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3540067
4 Bed House with Garage in South C,South C,"KSh 22,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3561132
5 Bed House with Swimming Pool in Runda,"Runda, Westlands","KSh 100,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3506977
4 Bed House in Westlands Area,"Westlands Area, Westlands","KSh 43,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3561425
5 Bed House with Garage in South C,South C,"KSh 35,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-south-c-3552269
5 Bed Townhouse with Garage in Karen,Karen,"KSh 150,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3545929
4 Bed House in Langata,Langata,"KSh 16,500,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3487078
4 Bed House in Utawala,Utawala,"KSh 7,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-utawala-3515213
6 Bed House with Gym at Kitisuru 44,"45, Kitisuru 44, Kitisuru, Westlands","KSh 120,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitisuru-3546357
4 Bed Villa with Gym at Muthangari,"Muthangari, Lavington","KSh 120,000,000",4,7,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3553298
4 Bed House with En Suite in South C,South C,"KSh 14,500,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3473120
4 Bed Townhouse with Garage in Kileleshwa,Kileleshwa,"KSh 52,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3555020
5 Bed Villa with Gym at Fourways Junction,"Fourways Junction, Kiambu Road","KSh 28,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kiambu-road-3548633
4 Bed House with Swimming Pool in Ruai,Ruai,"KSh 7,800,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruai-3561761
5 Bed Villa with Swimming Pool at Runda,"Runda, Westlands","KSh 200,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3520624
4 Bed House with Garage in Runda,"Runda, Westlands","KSh 80,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3546868
3 Bed House in Embakasi,Embakasi,"KSh 12,500,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-embakasi-4-3377553
5 Bed Townhouse with Gym in Karen,Karen,"KSh 120,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3546099
5 Bed Townhouse with Garage at Kaputei Road,"Kaputei Road, Kileleshwa","KSh 55,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-3434783
5 Bed Villa in Kitisuru,"Kitisuru, Westlands","KSh 110,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kitisuru-3559445
6 Bed House with Swimming Pool at Milima Road,"Milima Road, Karen","KSh 160,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3559173
6 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",6,5,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3546621
4 Bed House with Balcony at Loresho,"Loresho, Westlands","KSh 120,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-3561545
5 Bed Townhouse with Gym at The Hub Karen,"Langata road, The Hub Karen, Karen","KSh 180,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3533664
5 Bed House with En Suite at Karen,Karen,"KSh 120,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3560090
5 Bed Townhouse with Garage at Amboseli,"Amboseli, Lavington","KSh 52,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3560828
5 Bed House in Kitisuru,"Kitisuru, Westlands","KSh 135,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3484106
5 Bed Townhouse with Gym in Karen,Karen,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-6-3443986
5 Bed Townhouse with Garage in Langata,Langata,"KSh 62,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-langata-3546626
5 Bed Townhouse with Garage in Loresho,"Loresho, Westlands","KSh 118,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-loresho-3546649
4 Bed Townhouse with Gym in Kitisuru,"Kitisuru, Westlands","KSh 250,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-3519173
5 Bed Townhouse with Garage at Mbaazi Road,"Mbaazi Road, Lavington","KSh 65,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3559837
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 32,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3500421
4 Bed Townhouse with Garage in Kiambu Road,Kiambu Road,"KSh 24,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3549232
4 Bed House with En Suite in Kitisuru,"Nairobi, Kitisuru, Westlands","KSh 26,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitisuru-3482136
5 Bed House with Garage in Kitisuru,"Kitisuru, Westlands","KSh 360,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-1-3474093
6 Bed Townhouse with Garage at Behind Banda School,"Mukoma Estate, Behind Banda School, Karen","KSh 65,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3555514
4 Bed House with Balcony at Miotoni Road,"miotoni road, Karen","KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3560093
6 Bed Villa with Garage at Kinanda Road,"Kinanda road, Kitisuru, Westlands","KSh 115,000,000",6,9,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-kitisuru-3533438
5 Bed Townhouse with Garage in Kyuna,"Kyuna, Westlands","KSh 95,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kyuna-4-3387961
4 Bed House with En Suite in Karen,Karen,"KSh 70,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3559290
4 Bed Villa with Balcony in Karen,Karen,"KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-3559152
5 Bed Villa with Garage at Othaya Road,"Othaya road, Kileleshwa","KSh 46,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kileleshwa-3467599
5 Bed Townhouse with Gym at Karen Hardy,Karen Hardy,"KSh 65,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-hardy-3545874
3 Bed House with Garage at Kangundo Road,"187, Kangundo Road, Kamulu, Kamulu Joska Malaa","KSh 5,000,000",3,4,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kamulu-3547075
5 Bed House with Gym in Kitisuru,"Kitisuru, Westlands","KSh 120,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3561593
4 Bed Townhouse with Garage in Kileleshwa,Kileleshwa,"KSh 34,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3484722
8 Bed Townhouse with Garage in Kitisuru,"Kitisuru, Westlands","KSh 180,000,000",8,10,https://www.buyrentkenya.com/listings/8-bedroom-townhouse-for-sale-kitisuru-3442629
4 Bed House with Swimming Pool in Ridgeways,Ridgeways,P.O.A,4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ridgeways-3507411
4 Bed Townhouse with Garage in Karen,Karen,"KSh 70,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3559765
4 Bed Townhouse with Gym in Karen,Karen,"KSh 65,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3442767
3 Bed House with Gym at Kangunndo Road,"Kangunndo Road, Joska, Kamulu Joska Malaa","KSh 7,850,000",3,4,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-3552596
4 Bed House with Garage in Kiambu Road,Kiambu Road,"KSh 24,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3549224
3 Bed House with En Suite at Wanyee Road-Off Naivasha Road,"Suna close, Wanyee road-off Naivasha road, Dagoretti Corner","KSh 16,500,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-dagoretti-corner-3561300
3 Bed House with Gym in Malaa,"Malaa, Kamulu Joska Malaa","KSh 9,050,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-malaa-3531576
4 Bed Townhouse with Gym at Off Kiambu Road,"Off Kiambu Road, Runda, Westlands","KSh 29,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3561264
4 Bed Villa with Gym at Langata Road,"langata road, Karen","KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-3540085
4 Bed House with Aircon in Runda,"Runda, Westlands","KSh 100,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3558651
5 Bed Townhouse with Garage in Kitisuru,"Kitisuru, Westlands","KSh 88,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3508968
4 Bed House with Gym in Riverside,"Riverside, Westlands","KSh 40,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-riverside-3508443
3 Bed House with Garage at Kangundo Road,"Kangundo road, Joska, Kamulu Joska Malaa","KSh 5,550,000",3,4,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-3466996
4 Bed Townhouse with Swimming Pool at Loresho,"Loresho, Westlands","KSh 45,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3540022
4 Bed Villa with Garage at Kiambu Road,Kiambu Road,"KSh 59,000,000",4,7,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3515184
4 Bed House with Garage in Brookside,"Brookside, Westlands","KSh 59,500,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-brookside-3558049
4 Bed House with Aircon at Mimosa Road,"4, Mimosa Road, Runda, Westlands","KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3415727
4 Bed House with Garage at Near Kibiku Police Station,"Near Kibiku Police Station, Utawala","KSh 17,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-utawala-3561661
5 Bed Townhouse with Garage at Kaputei Road,"Kaputei road, Lavington","KSh 330,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-5-3465752
5 Bed Villa with Garage at Nandi Road,"Karen,Nandi road, Karen","KSh 95,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3561333
4 Bed Townhouse with Aircon at Chalbi Drive,"Chalbi Drive, Lavington","KSh 105,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3561700
4 Bed Townhouse with Balcony in Karen,Karen,"KSh 65,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3483388
4 Bed Townhouse with Gym in Langata,Langata,"KSh 35,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3552226
4 Bed Villa with Garage at School Lane,"School lane, Westlands Area, Westlands","KSh 47,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-westlands-area-3483162
3 Bed House with Gym at Kangudo Road,"187, Kangudo road, Joska, Kamulu Joska Malaa","KSh 6,700,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-3559110
3 Bed House with En Suite in Kilimani,Kilimani,"KSh 27,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kilimani-1-3402580
4 Bed House with Garage in Runda,"Runda, Westlands","KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3557400
5 Bed Villa with Gym in Karen,Karen,"KSh 89,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3466230
5 Bed Townhouse with Garage in Spring Valley,"Spring Valley, Westlands","KSh 110,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-spring-valley-3-3402622
5 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 600,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3556115
4 Bed House with Balcony in Donholm,Donholm,"KSh 21,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-donholm-43092
4 Bed House with Garage in Kilimani,Kilimani,"KSh 52,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kilimani-3547916
4 Bed Townhouse with Swimming Pool in Loresho,"Loresho, Westlands","KSh 34,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3530018
4 Bed House with Garage in Kitisuru,"Kitisuru, Westlands","KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitisuru-3505546
5 Bed Townhouse with Gym in Lavington,Lavington,"KSh 55,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3469399
3 Bed House with Garden in Langata,Langata,"KSh 15,000,000",3,1,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-langata-1-3452164
3 Bed Townhouse with Garage at Sunshine Joska,"Sunshine Joska, Joska, Kamulu Joska Malaa","KSh 5,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-joska-3557052
2 Bed House with Aircon in Thika Road,Thika Road,"KSh 3,000,000",2,3,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-thika-road-3553829
4 Bed Townhouse with Swimming Pool in Brookside,"Brookside, Westlands","KSh 48,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-brookside-3553159
5 Bed Townhouse with Garage at Mimosa Road,"Mimosa road, Runda, Westlands","KSh 60,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3499932
3 Bed House with Swimming Pool at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road","KSh 25,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3562156
5 Bed House with Gym at Off Egrets Drive,"4, Off Egrets drive, Nyari, Westlands","KSh 140,000,000",5,8,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-nyari-3465841
4 Bed House with En Suite at Academy Road,"academy road, Karen","KSh 55,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3558934
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 80,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3562157
4 Bed House with Gym in Karen,Karen,"KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-1-3494003
5 Bed Townhouse with Garage in Runda,"Runda, Westlands","KSh 180,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3544409
5 Bed Townhouse with Garage in Runda,"Runda, Westlands","KSh 110,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3559761
4 Bed House with Swimming Pool in Runda,"Runda, Westlands","KSh 125,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3543939
3 Bed House with Garage at Ruiru-Kimbo,"RUIRU-KIMBO, Thika Road","KSh 7,500,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-thika-road-3545105
4 Bed House with Gym at Off Ruaka Rd,"4, Off Ruaka rd, Runda, Westlands","KSh 90,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3553680
5 Bed Townhouse in Lavington,Lavington,"KSh 62,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-11-3434998
5 Bed Villa with Gym at Oloolua,"Oloolua, Karen","KSh 95,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3561692
4 Bed Townhouse with Garage at Five Star Road,"Five Star Road, South C","KSh 20,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-south-c-3561720
5 Bed Townhouse with Garage in Lower Kabete,"Lower Kabete, Westlands","KSh 90,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-3561836
4 Bed House with Garage in Gigiri,"01, Gigiri, Westlands","KSh 135,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-gigiri-3529325
4 Bed Townhouse with Gym in Lavington,Lavington,"KSh 55,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-6-3435267
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 118,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3546304
6 Bed Townhouse with Garage in Spring Valley,"Spring valley shanzu rd, Spring Valley, Westlands","KSh 60,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-spring-valley-3555225
2 Bed House in Thika Road,Thika Road,"KSh 3,350,000",2,,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-thika-road-3554208
4 Bed Villa with Garage in Lavington,Lavington,"KSh 120,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3562077
5 Bed House with Garage in Runda,"Runda, Westlands","KSh 200,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3503979
5 Bed Townhouse with Garage in Brookside,"Brookside, Westlands","KSh 60,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-brookside-3556145
4 Bed House with En Suite at Karen,"Karen, Karen Hardy","KSh 50,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-hardy-3561617
3 Bed House with Garage at Joska,"Joska Mutalia, Joska, Kamulu Joska Malaa","KSh 5,750,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-3557782
4 Bed Townhouse with Balcony in Rosslyn,"Rosslyn, Westlands","KSh 70,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-rosslyn-1-43727
5 Bed House with Swimming Pool in Karen,Karen,"KSh 160,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3552224
6 Bed Villa with Gym in Lavington,Lavington,"KSh 110,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3529579
6 Bed House with Garage at Karen,Karen,"KSh 160,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3557348
4 Bed House with Garage at Gitaturu Road,"gitaturu road, Kitisuru, Westlands","KSh 70,000,000",4,4,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-kitisuru-3554123
6 Bed Townhouse with Gym in Lavington,Lavington,"KSh 110,000,000",6,,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3549122
4 Bed Townhouse in Karen,Karen,"KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3514387
4 Bed Townhouse with Gym at Muthithi Rd,"-, muthithi rd, Kiambu Road","KSh 28,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3533672
5 Bed House at Daisy Lane,"Daisy Lane, Gigiri, Westlands","KSh 150,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-gigiri-3457489
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3552042
3 Bed House at Five Star Paradise,"Kiambu Road, Five Star Paradise","KSh 27,350,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-1-3389828
7 Bed House with Garage at Runda Evergreen,"Runda Evergreen, Runda, Westlands","KSh 130,000,000",7,8,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3470141
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 120,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3546367
5 Bed Villa with Swimming Pool in Karen,Karen,"KSh 98,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3554495
5 Bed Townhouse with Garage at Lavington,"lavington, Lavington","KSh 50,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3555037
6 Bed House with Garage in Lavington,Lavington,"KSh 82,000,000",6,5,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-lavington-3396087
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3562188
3 Bed House with Balcony in Kiambu Road,Kiambu Road,"KSh 32,250,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3446243
4 Bed House with Garage in Karen,Karen,"KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3550718
2 Bed House in Thika Road,Thika Road,"KSh 950,000",2,,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-thika-road-3554228
4 Bed House with Garage in Kyuna,"Kyuna, Westlands","KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kyuna-3556011
4 Bed Townhouse with Swimming Pool in Kitisuru,"Kitisuru, Westlands","KSh 125,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-3556963
5 Bed Villa with Swimming Pool in Karen,Karen,"KSh 160,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3554500
5 Bed Villa with Gym in Karen,Karen,"KSh 80,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3554480
5 Bed House with Gym in Loresho,"Loresho, Westlands","KSh 118,500,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-loresho-3552187
5 Bed House with Swimming Pool in Loresho,"Loresho, Westlands","KSh 110,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-loresho-3385952
4 Bed Townhouse with Swimming Pool at Kencom Sacco Villas,"Kencom Sacco Villas, Kiambu Road","KSh 36,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3493770
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 28,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3561942
4 Bed Villa with Garage in Kiambu Road,Kiambu Road,"KSh 30,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3531550
4 Bed Townhouse with Balcony at Masai Lane Road,"Masai lane road, Karen Hardy","KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-hardy-3555961
4 Bed House with En Suite at Windy Ridge,"Windy ridge, Karen Hardy","KSh 52,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-hardy-3561817
4 Bed House in Riverside,"Riverside, Westlands","KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-riverside-3-3402608
4 Bed Townhouse with Garage in Kiambu Road,Kiambu Road,"KSh 28,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3561939
5 Bed House in Karen,Karen,"KSh 75,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-7-3394674
4 Bed House with Garage at Lavington,Lavington,"KSh 60,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-3556418
3 Bed Townhouse with Garage in Kiambu Road,Kiambu Road,"KSh 27,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3561864
4 Bed Townhouse with Garage in Kiambu Road,Kiambu Road,"KSh 21,700,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3561958
5 Bed Townhouse with Swimming Pool in Lavington,Lavington,"KSh 62,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3562186
5 Bed House with Garage in Lavington,Lavington,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3552413
